Supplier_ID,Order_Date,Delivery_Date,Lead_Time,Order_Quantity,Received_Quantity,Order_Status,Payment_Status,Order_Completion_Date,Ingredient_Name
106,5/1/2023,5/18/2023,17,90,90,Delivered,Paid,5/18/2023,Fruits
104,5/25/2023,6/11/2023,17,81,81,Delivered,Paid,6/11/2023,Dairy
104,8/11/2023,8/12/2023,1,26,26,Delivered,Paid,8/12/2023,Dairy
106,10/11/2023,11/5/2023,25,90,90,Delivered,Paid,11/5/2023,Fruits
105,7/30/2023,8/22/2023,23,11,11,Delivered,Paid,8/22/2023,Vegetables
108,8/3/2023,8/28/2023,25,2,2,Delivered,Paid,8/28/2023,Dairy
103,10/16/2023,11/4/2023,19,61,61,Delivered,Paid,11/4/2023,Vegetables
107,12/30/2023,1/22/2024,23,39,39,Delivered,Paid,1/22/2024,Palm Oil
105,12/2/2023,12/14/2023,12,82,82,Delivered,Paid,12/14/2023,Palm Oil
109,7/6/2023,7/18/2023,12,50,50,Delivered,Paid,7/18/2023,Proteins
101,3/16/2023,3/27/2023,11,84,84,Delivered,Paid,3/27/2023,Proteins
105,3/18/2023,4/13/2023,26,7,7,Delivered,Paid,4/13/2023,Proteins
108,9/15/2023,9/28/2023,13,46,46,Delivered,Paid,9/28/2023,Proteins
105,4/10/2023,4/16/2023,6,48,48,Delivered,Paid,4/16/2023,Vegetables
102,9/24/2023,9/27/2023,3,1,1,Delivered,Paid,9/27/2023,Proteins
103,3/6/2023,3/20/2023,14,46,46,Delivered,Paid,3/20/2023,Dairy
105,9/6/2023,9/20/2023,14,12,12,Delivered,Paid,9/20/2023,Palm Oil
110,2/4/2023,2/18/2023,14,64,0,Cancelled,Cancelled,Cancelled ,Tomatoes
107,9/24/2023,10/5/2023,11,72,72,Delivered,Paid,10/5/2023,Proteins
110,1/21/2023,1/25/2023,4,94,94,Delivered,Paid,1/25/2023,Dairy
104,2/3/2023,2/24/2023,21,82,82,Delivered,Paid,2/24/2023,Fruits
109,7/23/2023,8/20/2023,28,45,45,Delivered,Paid,8/20/2023,Vegetables
107,9/2/2023,9/29/2023,27,81,81,Delivered,Paid,9/29/2023,Dairy
110,4/18/2023,4/28/2023,10,60,60,Delivered,Paid,4/28/2023,Tomatoes
107,5/29/2023,6/6/2023,8,18,18,Delivered,Paid,6/6/2023,Palm Oil
108,5/15/2023,6/5/2023,21,15,15,Delivered,Paid,6/5/2023,Fruits
105,3/16/2023,4/2/2023,17,34,34,Delivered,Paid,4/2/2023,Tomatoes
109,3/3/2023,3/26/2023,23,99,99,Delivered,Paid,3/26/2023,Tomatoes
109,1/23/2023,2/22/2023,30,68,68,Delivered,Paid,2/22/2023,Proteins
105,6/10/2023,7/4/2023,24,82,82,Delivered,Paid,7/4/2023,Fruits
108,5/20/2023,6/2/2023,13,15,15,Delivered,Paid,6/2/2023,Tomatoes
108,6/21/2023,7/3/2023,12,51,51,Delivered,Paid,7/3/2023,Dairy
110,1/18/2023,1/28/2023,10,77,77,Delivered,Paid,1/28/2023,Vegetables
101,10/18/2023,10/25/2023,7,29,29,Delivered,Paid,10/25/2023,Palm Oil
110,3/15/2023,3/23/2023,8,28,28,Delivered,Paid,3/23/2023,Tomatoes
104,4/17/2023,5/7/2023,20,6,6,Delivered,Paid,5/7/2023,Palm Oil
103,1/14/2023,2/7/2023,24,40,40,Delivered,Paid,2/7/2023,Fruits
101,3/23/2023,4/21/2023,29,27,27,Delivered,Paid,4/21/2023,Palm Oil
105,12/23/2023,1/8/2024,16,85,85,Delivered,Paid,1/8/2024,Proteins
110,6/5/2023,6/25/2023,20,47,47,Delivered,Paid,6/25/2023,Tomatoes
103,9/4/2023,9/5/2023,1,87,87,Delivered,Paid,9/5/2023,Proteins
103,11/4/2023,11/23/2023,19,39,39,Delivered,Paid,11/23/2023,Dairy
104,12/18/2023,1/3/2024,16,88,88,Delivered,Paid,1/3/2024,Palm Oil
107,8/28/2023,8/30/2023,2,6,6,Delivered,Paid,8/30/2023,Proteins
109,2/6/2023,3/3/2023,25,46,46,Delivered,Paid,3/3/2023,Fruits
110,5/30/2023,6/9/2023,10,84,84,Delivered,Paid,6/9/2023,Proteins
102,12/15/2023,12/23/2023,8,49,49,Delivered,Paid,12/23/2023,Proteins
103,12/15/2023,12/21/2023,6,46,46,Delivered,Paid,12/21/2023,Dairy
101,4/7/2023,4/21/2023,14,61,61,Delivered,Paid,4/21/2023,Proteins
103,6/8/2023,6/22/2023,14,5,5,Delivered,Paid,6/22/2023,Proteins
104,10/4/2023,10/29/2023,25,55,55,Delivered,Paid,10/29/2023,Palm Oil
108,8/7/2023,8/16/2023,9,96,96,Delivered,Paid,8/16/2023,Proteins
107,7/11/2023,7/17/2023,6,52,52,Delivered,Paid,7/17/2023,Fruits
109,9/13/2023,9/19/2023,6,19,19,Delivered,Paid,9/19/2023,Tomatoes
106,1/19/2023,1/26/2023,7,8,0,Cancelled,Cancelled,Cancelled ,Vegetables
101,10/4/2023,10/19/2023,15,96,96,Delivered,Paid,10/19/2023,Proteins
110,11/2/2023,11/17/2023,15,64,64,Delivered,Paid,11/17/2023,Proteins
105,5/16/2023,5/29/2023,13,51,51,Delivered,Paid,5/29/2023,Proteins
102,3/17/2023,3/18/2023,1,37,37,Delivered,Paid,3/18/2023,Tomatoes
101,5/2/2023,5/7/2023,5,79,79,Delivered,Paid,5/7/2023,Proteins
102,5/6/2023,5/11/2023,5,19,19,Delivered,Paid,5/11/2023,Dairy
102,3/30/2023,4/2/2023,3,27,27,Delivered,Paid,4/2/2023,Dairy
109,4/9/2023,4/20/2023,11,43,43,Delivered,Paid,4/20/2023,Palm Oil
102,9/6/2023,9/15/2023,9,19,19,Delivered,Paid,9/15/2023,Proteins
109,9/19/2023,10/17/2023,28,18,18,Delivered,Paid,10/17/2023,Proteins
110,5/17/2023,5/28/2023,11,32,32,Delivered,Paid,5/28/2023,Palm Oil
104,2/10/2023,3/3/2023,21,56,56,Delivered,Paid,3/3/2023,Vegetables
109,1/9/2023,1/26/2023,17,99,99,Delivered,Paid,1/26/2023,Proteins
104,12/19/2023,12/29/2023,10,27,27,Delivered,Paid,12/29/2023,Dairy
102,5/29/2023,6/22/2023,24,23,23,Delivered,Paid,6/22/2023,Proteins
103,11/1/2023,11/22/2023,21,95,95,Delivered,Paid,11/22/2023,Proteins
109,10/4/2023,11/3/2023,30,61,61,Delivered,Paid,11/3/2023,Proteins
110,2/5/2023,3/1/2023,24,24,24,Delivered,Paid,3/1/2023,Proteins
108,6/20/2023,7/10/2023,20,55,55,Delivered,Paid,7/10/2023,Fruits
106,7/22/2023,7/31/2023,9,24,24,Delivered,Paid,7/31/2023,Palm Oil
108,12/18/2023,1/6/2024,19,21,21,Delivered,Paid,1/6/2024,Tomatoes
106,4/10/2023,5/6/2023,26,18,18,Delivered,Paid,5/6/2023,Vegetables
110,6/12/2023,6/29/2023,17,6,6,Delivered,Paid,6/29/2023,Dairy
104,4/12/2023,5/12/2023,30,12,12,Delivered,Paid,5/12/2023,Dairy
101,11/17/2023,11/23/2023,6,36,36,Delivered,Paid,11/23/2023,Dairy
109,1/16/2023,2/6/2023,21,92,92,Delivered,Paid,2/6/2023,Tomatoes
102,8/28/2023,9/11/2023,14,88,0,Cancelled,Cancelled,Cancelled ,Vegetables
105,5/16/2023,5/21/2023,5,32,32,Delivered,Paid,5/21/2023,Dairy
106,7/28/2023,8/26/2023,29,68,68,Delivered,Paid,8/26/2023,Fruits
104,11/21/2023,11/30/2023,9,50,50,Delivered,Paid,11/30/2023,Palm Oil
107,12/18/2023,1/1/2024,14,48,48,Delivered,Paid,1/1/2024,Proteins
109,7/1/2023,7/22/2023,21,74,74,Delivered,Paid,7/22/2023,Proteins
103,8/21/2023,9/19/2023,29,52,52,Delivered,Paid,9/19/2023,Proteins
110,3/16/2023,3/27/2023,11,75,75,Delivered,Paid,3/27/2023,Tomatoes
103,12/4/2023,12/5/2023,1,31,31,Delivered,Paid,12/5/2023,Palm Oil
104,4/18/2023,5/16/2023,28,98,98,Delivered,Paid,5/16/2023,Dairy
104,12/3/2023,12/16/2023,13,28,28,Delivered,Paid,12/16/2023,Proteins
104,5/26/2023,6/7/2023,12,84,84,Delivered,Paid,6/7/2023,Palm Oil
109,5/7/2023,5/18/2023,11,2,2,Delivered,Paid,5/18/2023,Proteins
107,3/24/2023,4/17/2023,24,16,16,Delivered,Paid,4/17/2023,Vegetables
108,4/5/2023,4/30/2023,25,13,13,Delivered,Paid,4/30/2023,Tomatoes
105,3/21/2023,4/8/2023,18,95,95,Delivered,Paid,4/8/2023,Fruits
108,12/28/2023,1/16/2024,19,74,74,Delivered,Paid,1/16/2024,Dairy
102,11/20/2023,11/24/2023,4,45,45,Delivered,Paid,11/24/2023,Proteins
106,9/14/2023,9/16/2023,2,3,3,Delivered,Paid,9/16/2023,Proteins
102,12/30/2023,1/27/2024,28,93,93,Delivered,Paid,1/27/2024,Proteins
108,7/17/2023,8/9/2023,23,37,37,Delivered,Paid,8/9/2023,Proteins
104,1/18/2023,2/15/2023,28,92,92,Delivered,Paid,2/15/2023,Dairy
110,9/9/2023,10/6/2023,27,95,95,Delivered,Paid,10/6/2023,Dairy
102,11/16/2023,11/29/2023,13,67,67,Delivered,Paid,11/29/2023,Dairy
102,2/26/2023,3/13/2023,15,9,9,Delivered,Paid,3/13/2023,Vegetables
106,3/25/2023,4/21/2023,27,26,26,Delivered,Paid,4/21/2023,Proteins
110,6/16/2023,6/20/2023,4,52,52,Delivered,Paid,6/20/2023,Proteins
108,2/12/2023,3/11/2023,27,4,4,Delivered,Paid,3/11/2023,Proteins
104,11/29/2023,12/10/2023,11,7,7,Delivered,Paid,12/10/2023,Proteins
109,6/14/2023,6/23/2023,9,84,84,Delivered,Paid,6/23/2023,Proteins
101,9/22/2023,9/29/2023,7,33,33,Delivered,Paid,9/29/2023,Palm Oil
110,9/12/2023,9/29/2023,17,10,10,Delivered,Paid,9/29/2023,Proteins
109,8/1/2023,8/16/2023,15,49,49,Delivered,Paid,8/16/2023,Fruits
103,12/8/2023,12/26/2023,18,53,0,Cancelled,Cancelled,Cancelled ,Proteins
107,10/22/2023,11/17/2023,26,8,8,Delivered,Paid,11/17/2023,Dairy
102,12/12/2023,1/11/2024,30,73,73,Delivered,Paid,1/11/2024,Fruits
103,10/24/2023,11/16/2023,23,83,83,Delivered,Paid,11/16/2023,Proteins
108,10/27/2023,11/4/2023,8,71,71,Delivered,Paid,11/4/2023,Proteins
106,7/11/2023,8/4/2023,24,58,58,Delivered,Paid,8/4/2023,Dairy
107,2/28/2023,3/1/2023,1,30,30,Delivered,Paid,3/1/2023,Fruits
108,2/10/2023,3/8/2023,26,27,27,Delivered,Paid,3/8/2023,Fruits
108,8/20/2023,9/4/2023,15,37,37,Delivered,Paid,9/4/2023,Vegetables
101,5/29/2023,6/27/2023,29,28,28,Delivered,Paid,6/27/2023,Proteins
109,6/4/2023,7/2/2023,28,49,49,Delivered,Paid,7/2/2023,Dairy
107,3/4/2023,3/24/2023,20,99,99,Delivered,Paid,3/24/2023,Proteins
109,11/1/2023,11/30/2023,29,32,32,Delivered,Paid,11/30/2023,Dairy
106,4/22/2023,4/27/2023,5,3,3,Delivered,Paid,4/27/2023,Palm Oil
105,1/16/2023,1/24/2023,8,93,93,Delivered,Paid,1/24/2023,Proteins
101,6/20/2023,7/7/2023,17,43,43,Delivered,Paid,7/7/2023,Vegetables
106,10/17/2023,10/30/2023,13,22,22,Delivered,Paid,10/30/2023,Fruits
108,2/27/2023,2/28/2023,1,10,10,Delivered,Paid,2/28/2023,Proteins
110,11/16/2023,12/15/2023,29,64,64,Delivered,Paid,12/15/2023,Dairy
106,2/12/2023,3/2/2023,18,46,46,Delivered,Paid,3/2/2023,Dairy
104,3/5/2023,3/30/2023,25,16,16,Delivered,Paid,3/30/2023,Tomatoes
106,5/23/2023,6/16/2023,24,33,33,Delivered,Paid,6/16/2023,Tomatoes
109,6/19/2023,6/27/2023,8,30,30,Delivered,Paid,6/27/2023,Vegetables
110,12/13/2023,1/5/2024,23,53,53,Delivered,Paid,1/5/2024,Proteins
104,2/5/2023,2/9/2023,4,96,96,Delivered,Paid,2/9/2023,Palm Oil
103,7/8/2023,7/11/2023,3,14,14,Delivered,Paid,7/11/2023,Dairy
105,4/27/2023,5/18/2023,21,81,81,Delivered,Paid,5/18/2023,Fruits
103,5/18/2023,6/12/2023,25,24,24,Delivered,Paid,6/12/2023,Tomatoes
110,6/29/2023,7/2/2023,3,43,43,Delivered,Paid,7/2/2023,Proteins
104,3/1/2023,3/21/2023,20,55,55,Delivered,Paid,3/21/2023,Tomatoes
103,4/30/2023,5/9/2023,9,61,61,Delivered,Paid,5/9/2023,Proteins
104,12/3/2023,12/27/2023,24,53,53,Delivered,Paid,12/27/2023,Fruits
109,8/29/2023,9/16/2023,18,37,37,Delivered,Paid,9/16/2023,Proteins
109,10/8/2023,10/9/2023,1,19,19,Delivered,Paid,10/9/2023,Dairy
101,12/1/2023,12/29/2023,28,92,92,Delivered,Paid,12/29/2023,Dairy
104,5/9/2023,5/31/2023,22,35,35,Delivered,Paid,5/31/2023,Fruits
110,9/4/2023,9/20/2023,16,15,15,Delivered,Paid,9/20/2023,Proteins
104,4/28/2023,5/17/2023,19,24,0,Cancelled,Cancelled,Cancelled ,Vegetables
103,5/20/2023,5/27/2023,7,31,31,Delivered,Paid,5/27/2023,Fruits
109,5/27/2023,6/11/2023,15,87,87,Delivered,Paid,6/11/2023,Dairy
109,9/25/2023,10/12/2023,17,44,44,Delivered,Paid,10/12/2023,Proteins
107,4/2/2023,4/10/2023,8,94,0,Cancelled,Cancelled,Cancelled ,Vegetables
108,11/27/2023,12/12/2023,15,100,100,Delivered,Paid,12/12/2023,Proteins
104,3/16/2023,4/3/2023,18,3,3,Delivered,Paid,4/3/2023,Proteins
103,6/19/2023,7/7/2023,18,46,46,Delivered,Paid,7/7/2023,Palm Oil
101,8/1/2023,8/8/2023,7,18,18,Delivered,Paid,8/8/2023,Dairy
103,6/7/2023,6/23/2023,16,20,20,Delivered,Paid,6/23/2023,Dairy
107,1/14/2023,1/19/2023,5,76,76,Delivered,Paid,1/19/2023,Dairy
105,7/9/2023,7/18/2023,9,85,85,Delivered,Paid,7/18/2023,Palm Oil
106,5/6/2023,5/24/2023,18,83,83,Delivered,Paid,5/24/2023,Dairy
108,12/6/2023,12/31/2023,25,58,58,Delivered,Paid,12/31/2023,Proteins
106,2/22/2023,3/18/2023,24,35,35,Delivered,Paid,3/18/2023,Vegetables
106,12/17/2023,1/7/2024,21,65,65,Delivered,Paid,1/7/2024,Tomatoes
101,3/27/2023,4/24/2023,28,62,62,Delivered,Paid,4/24/2023,Dairy
103,1/22/2023,2/3/2023,12,62,62,Delivered,Paid,2/3/2023,Dairy
101,10/4/2023,11/2/2023,29,43,43,Delivered,Paid,11/2/2023,Palm Oil
104,11/15/2023,12/3/2023,18,15,0,Cancelled,Cancelled,Cancelled ,Dairy
109,5/25/2023,6/1/2023,7,96,96,Delivered,Paid,6/1/2023,Palm Oil
102,3/15/2023,3/24/2023,9,43,43,Delivered,Paid,3/24/2023,Proteins
104,4/1/2023,4/30/2023,29,41,41,Delivered,Paid,4/30/2023,Proteins
107,5/5/2023,6/4/2023,30,7,7,Delivered,Paid,6/4/2023,Palm Oil
107,9/12/2023,9/30/2023,18,57,57,Delivered,Paid,9/30/2023,Dairy
106,9/11/2023,9/15/2023,4,18,18,Delivered,Paid,9/15/2023,Proteins
106,2/23/2023,3/11/2023,16,3,3,Delivered,Paid,3/11/2023,Proteins
102,12/14/2023,12/20/2023,6,42,42,Delivered,Paid,12/20/2023,Dairy
107,1/15/2023,2/1/2023,17,14,14,Delivered,Paid,2/1/2023,Palm Oil
104,11/30/2023,12/15/2023,15,83,83,Delivered,Paid,12/15/2023,Proteins
102,3/27/2023,4/16/2023,20,51,51,Delivered,Paid,4/16/2023,Proteins
109,6/1/2023,6/2/2023,1,41,0,Cancelled,Cancelled,Cancelled ,Fruits
105,9/10/2023,10/1/2023,21,60,60,Delivered,Paid,10/1/2023,Tomatoes
109,11/18/2023,11/22/2023,4,65,65,Delivered,Paid,11/22/2023,Tomatoes
107,8/14/2023,9/13/2023,30,83,83,Delivered,Paid,9/13/2023,Palm Oil
102,6/15/2023,6/18/2023,3,99,99,Delivered,Paid,6/18/2023,Tomatoes
104,12/3/2023,12/19/2023,16,90,90,Delivered,Paid,12/19/2023,Dairy
106,4/5/2023,4/26/2023,21,47,47,Delivered,Paid,4/26/2023,Tomatoes
109,12/29/2023,12/30/2023,1,44,44,Delivered,Paid,12/30/2023,Dairy
102,8/13/2023,8/18/2023,5,96,96,Delivered,Paid,8/18/2023,Palm Oil
104,5/6/2023,5/11/2023,5,86,86,Delivered,Paid,5/11/2023,Vegetables
103,12/10/2023,12/14/2023,4,31,31,Delivered,Paid,12/14/2023,Proteins
104,4/28/2023,5/13/2023,15,61,61,Delivered,Paid,5/13/2023,Fruits
107,6/17/2023,7/12/2023,25,71,71,Delivered,Paid,7/12/2023,Proteins
110,3/1/2023,3/12/2023,11,3,3,Delivered,Paid,3/12/2023,Dairy
106,2/10/2023,3/11/2023,29,88,88,Delivered,Paid,3/11/2023,Palm Oil
102,6/10/2023,6/26/2023,16,52,52,Delivered,Paid,6/26/2023,Fruits
110,2/15/2023,3/10/2023,23,17,17,Delivered,Paid,3/10/2023,Proteins
103,8/6/2023,8/9/2023,3,30,30,Delivered,Paid,8/9/2023,Dairy
105,6/27/2023,7/15/2023,18,10,10,Delivered,Paid,7/15/2023,Proteins
104,8/3/2023,8/22/2023,19,34,34,Delivered,Paid,8/22/2023,Dairy
107,12/12/2023,1/4/2024,23,60,60,Delivered,Paid,1/4/2024,Proteins
103,4/23/2023,5/3/2023,10,81,81,Delivered,Paid,5/3/2023,Tomatoes
103,6/11/2023,6/26/2023,15,28,28,Delivered,Paid,6/26/2023,Proteins
108,10/20/2023,11/5/2023,16,88,88,Delivered,Paid,11/5/2023,Palm Oil
109,1/30/2023,2/8/2023,9,79,79,Delivered,Paid,2/8/2023,Tomatoes
106,8/4/2023,8/27/2023,23,44,44,Delivered,Paid,8/27/2023,Palm Oil
109,3/20/2023,4/15/2023,26,76,76,Delivered,Paid,4/15/2023,Palm Oil
110,9/21/2023,10/8/2023,17,70,70,Delivered,Paid,10/8/2023,Dairy
105,5/17/2023,5/22/2023,5,2,2,Delivered,Paid,5/22/2023,Palm Oil
103,6/7/2023,6/11/2023,4,47,47,Delivered,Paid,6/11/2023,Proteins
101,6/6/2023,6/28/2023,22,87,87,Delivered,Paid,6/28/2023,Proteins
105,2/28/2023,3/16/2023,16,90,90,Delivered,Paid,3/16/2023,Palm Oil
106,4/19/2023,4/25/2023,6,62,0,Cancelled,Cancelled,Cancelled ,Palm Oil
105,3/12/2023,3/20/2023,8,1,1,Delivered,Paid,3/20/2023,Vegetables
101,11/30/2023,12/15/2023,15,53,53,Delivered,Paid,12/15/2023,Proteins
101,12/18/2023,12/30/2023,12,37,37,Delivered,Paid,12/30/2023,Proteins
106,7/15/2023,8/8/2023,24,91,91,Delivered,Paid,8/8/2023,Fruits
102,3/7/2023,4/4/2023,28,12,12,Delivered,Paid,4/4/2023,Dairy
108,5/24/2023,6/3/2023,10,58,58,Delivered,Paid,6/3/2023,Vegetables
110,5/26/2023,5/30/2023,4,57,57,Delivered,Paid,5/30/2023,Proteins
103,7/21/2023,8/2/2023,12,13,13,Delivered,Paid,8/2/2023,Proteins
109,2/8/2023,2/27/2023,19,6,0,Cancelled,Cancelled,Cancelled ,Proteins
108,8/23/2023,9/18/2023,26,33,33,Delivered,Paid,9/18/2023,Dairy
110,3/15/2023,3/24/2023,9,57,57,Delivered,Paid,3/24/2023,Palm Oil
106,12/8/2023,1/4/2024,27,64,64,Delivered,Paid,1/4/2024,Proteins
108,2/10/2023,2/15/2023,5,86,86,Delivered,Paid,2/15/2023,Proteins
101,1/13/2023,2/9/2023,27,63,63,Delivered,Paid,2/9/2023,Tomatoes
103,11/14/2023,12/11/2023,27,58,58,Delivered,Paid,12/11/2023,Proteins
105,3/30/2023,4/4/2023,5,31,31,Delivered,Paid,4/4/2023,Dairy
104,2/4/2023,2/6/2023,2,91,91,Delivered,Paid,2/6/2023,Proteins
107,6/9/2023,6/25/2023,16,97,97,Delivered,Paid,6/25/2023,Tomatoes
108,10/26/2023,11/11/2023,16,30,30,Delivered,Paid,11/11/2023,Palm Oil
105,10/16/2023,10/30/2023,14,32,32,Delivered,Paid,10/30/2023,Tomatoes
105,3/27/2023,4/19/2023,23,15,15,Delivered,Paid,4/19/2023,Palm Oil
110,7/9/2023,7/22/2023,13,88,88,Delivered,Paid,7/22/2023,Palm Oil
102,12/14/2023,1/7/2024,24,18,18,Delivered,Paid,1/7/2024,Proteins
101,1/29/2023,2/7/2023,9,52,0,Cancelled,Cancelled,Cancelled ,Palm Oil
104,6/14/2023,6/22/2023,8,84,84,Delivered,Paid,6/22/2023,Palm Oil
103,5/30/2023,6/17/2023,18,66,66,Delivered,Paid,6/17/2023,Palm Oil
110,11/15/2023,11/24/2023,9,27,27,Delivered,Paid,11/24/2023,Palm Oil
102,7/31/2023,8/20/2023,20,70,70,Delivered,Paid,8/20/2023,Proteins
102,12/14/2023,1/11/2024,28,20,20,Delivered,Paid,1/11/2024,Palm Oil
105,6/1/2023,6/26/2023,25,79,0,Cancelled,Cancelled,Cancelled ,Dairy
110,1/3/2023,1/16/2023,13,49,49,Delivered,Paid,1/16/2023,Proteins
107,9/9/2023,9/28/2023,19,13,13,Delivered,Paid,9/28/2023,Vegetables
109,4/26/2023,5/5/2023,9,9,9,Delivered,Paid,5/5/2023,Proteins
101,8/27/2023,9/20/2023,24,57,57,Delivered,Paid,9/20/2023,Proteins
104,10/28/2023,11/17/2023,20,32,32,Delivered,Paid,11/17/2023,Tomatoes
103,3/1/2023,3/27/2023,26,64,64,Delivered,Paid,3/27/2023,Dairy
103,6/23/2023,7/8/2023,15,58,58,Delivered,Paid,7/8/2023,Dairy
101,6/29/2023,7/27/2023,28,34,34,Delivered,Paid,7/27/2023,Proteins
109,5/4/2023,5/11/2023,7,30,30,Delivered,Paid,5/11/2023,Proteins
103,8/16/2023,8/22/2023,6,90,90,Delivered,Paid,8/22/2023,Palm Oil
103,6/4/2023,6/8/2023,4,85,85,Delivered,Paid,6/8/2023,Vegetables
106,8/6/2023,8/10/2023,4,37,37,Delivered,Paid,8/10/2023,Proteins
105,9/26/2023,10/16/2023,20,15,15,Delivered,Paid,10/16/2023,Fruits
102,1/31/2023,2/12/2023,12,91,91,Delivered,Paid,2/12/2023,Vegetables
106,3/29/2023,4/18/2023,20,19,19,Delivered,Paid,4/18/2023,Dairy
104,3/12/2023,3/16/2023,4,40,40,Delivered,Paid,3/16/2023,Tomatoes
105,1/10/2023,1/21/2023,11,25,25,Delivered,Paid,1/21/2023,Tomatoes
102,8/30/2023,9/4/2023,5,55,55,Delivered,Paid,9/4/2023,Tomatoes
102,6/23/2023,7/16/2023,23,39,39,Delivered,Paid,7/16/2023,Fruits
105,8/1/2023,8/23/2023,22,73,73,Delivered,Paid,8/23/2023,Palm Oil
101,7/31/2023,8/13/2023,13,85,85,Delivered,Paid,8/13/2023,Vegetables
108,3/2/2023,4/1/2023,30,19,0,Cancelled,Cancelled,Cancelled ,Dairy
109,10/23/2023,10/31/2023,8,52,52,Delivered,Paid,10/31/2023,Dairy
110,5/13/2023,5/31/2023,18,99,99,Delivered,Paid,5/31/2023,Dairy
101,8/22/2023,8/28/2023,6,33,33,Delivered,Paid,8/28/2023,Vegetables
109,9/4/2023,10/1/2023,27,5,5,Delivered,Paid,10/1/2023,Palm Oil
101,5/11/2023,5/14/2023,3,52,52,Delivered,Paid,5/14/2023,Proteins
110,7/23/2023,7/25/2023,2,91,91,Delivered,Paid,7/25/2023,Palm Oil
106,3/27/2023,4/3/2023,7,91,91,Delivered,Paid,4/3/2023,Tomatoes
102,2/16/2023,2/18/2023,2,99,99,Delivered,Paid,2/18/2023,Palm Oil
105,9/8/2023,9/27/2023,19,30,30,Delivered,Paid,9/27/2023,Proteins
108,9/15/2023,10/4/2023,19,13,13,Delivered,Paid,10/4/2023,Proteins
110,12/2/2023,12/14/2023,12,2,2,Delivered,Paid,12/14/2023,Proteins
104,11/10/2023,12/6/2023,26,91,0,Cancelled,Cancelled,Cancelled ,Dairy
104,5/7/2023,5/12/2023,5,64,64,Delivered,Paid,5/12/2023,Palm Oil
106,8/27/2023,9/11/2023,15,77,77,Delivered,Paid,9/11/2023,Proteins
104,7/14/2023,8/5/2023,22,68,68,Delivered,Paid,8/5/2023,Proteins
106,3/30/2023,4/28/2023,29,84,84,Delivered,Paid,4/28/2023,Dairy
104,11/9/2023,11/21/2023,12,20,20,Delivered,Paid,11/21/2023,Palm Oil
101,3/30/2023,4/28/2023,29,44,44,Delivered,Paid,4/28/2023,Palm Oil
105,2/20/2023,2/23/2023,3,35,35,Delivered,Paid,2/23/2023,Proteins
104,12/26/2023,12/30/2023,4,71,71,Delivered,Paid,12/30/2023,Tomatoes
104,3/13/2023,3/16/2023,3,31,0,Cancelled,Cancelled,Cancelled ,Palm Oil
106,8/31/2023,9/23/2023,23,81,0,Cancelled,Cancelled,Cancelled ,Proteins
101,2/27/2023,3/15/2023,16,37,37,Delivered,Paid,3/15/2023,Palm Oil
108,7/2/2023,7/6/2023,4,39,39,Delivered,Paid,7/6/2023,Palm Oil
109,4/21/2023,5/12/2023,21,51,0,Cancelled,Cancelled,Cancelled ,Proteins
106,4/7/2023,4/19/2023,12,53,53,Delivered,Paid,4/19/2023,Palm Oil
104,2/17/2023,2/27/2023,10,98,0,Cancelled,Cancelled,Cancelled ,Dairy
103,11/14/2023,11/26/2023,12,40,0,Cancelled,Cancelled,Cancelled ,Fruits
103,7/18/2023,8/14/2023,27,68,68,Delivered,Paid,8/14/2023,Proteins
106,8/4/2023,8/31/2023,27,65,65,Delivered,Paid,8/31/2023,Dairy
101,8/6/2023,8/10/2023,4,36,36,Delivered,Paid,8/10/2023,Vegetables
102,4/22/2023,4/24/2023,2,73,73,Delivered,Paid,4/24/2023,Tomatoes
101,1/5/2023,1/6/2023,1,78,78,Delivered,Paid,1/6/2023,Proteins
108,12/13/2023,12/21/2023,8,29,29,Delivered,Paid,12/21/2023,Dairy
103,1/8/2023,2/4/2023,27,43,43,Delivered,Paid,2/4/2023,Proteins
109,1/6/2023,1/14/2023,8,37,37,Delivered,Paid,1/14/2023,Fruits
107,2/12/2023,2/26/2023,14,95,95,Delivered,Paid,2/26/2023,Proteins
104,6/7/2023,6/16/2023,9,24,24,Delivered,Paid,6/16/2023,Dairy
105,6/7/2023,6/29/2023,22,8,8,Delivered,Paid,6/29/2023,Palm Oil
109,9/6/2023,9/13/2023,7,67,67,Delivered,Paid,9/13/2023,Proteins
104,9/13/2023,9/26/2023,13,17,17,Delivered,Paid,9/26/2023,Proteins
105,5/5/2023,5/18/2023,13,54,54,Delivered,Paid,5/18/2023,Dairy
108,7/11/2023,8/10/2023,30,65,65,Delivered,Paid,8/10/2023,Proteins
101,4/29/2023,5/16/2023,17,36,36,Delivered,Paid,5/16/2023,Vegetables
109,12/19/2023,1/9/2024,21,55,55,Delivered,Paid,1/9/2024,Palm Oil
106,6/21/2023,7/11/2023,20,71,71,Delivered,Paid,7/11/2023,Palm Oil
101,1/15/2023,1/28/2023,13,41,41,Delivered,Paid,1/28/2023,Proteins
105,9/1/2023,9/20/2023,19,27,27,Delivered,Paid,9/20/2023,Palm Oil
110,8/21/2023,9/5/2023,15,38,0,Cancelled,Cancelled,Cancelled ,Proteins
109,11/4/2023,11/18/2023,14,87,87,Delivered,Paid,11/18/2023,Dairy
